elapsed sec	to	from	days	date	year
100022226	9 7	3 57	1157.664653	03/03/1973	1973
100022226	9 7	3 82	1157.664653	03/03/1973	1973
100022226	9 7	3 82	1157.664653	03/03/1973	1973
100022226	9 7	3 82	1157.664653	03/03/1973	1973
100022226	9 7	3 82	1157.664653	03/03/1973	1973
100022226	9 7	3 107	1157.664653	03/03/1973	1973
100022226	9 7	3 107	1157.664653	03/03/1973	1973
100022226	9 7	3 107	1157.664653	03/03/1973	1973
100022226	9 7	3 107	1157.664653	03/03/1973	1973
100022226	9 7	3 128	1157.664653	03/03/1973	1973
100022226	9 7	3 128	1157.664653	03/03/1973	1973
100022226	9 7	3 128	1157.664653	03/03/1973	1973
100022226	9 7	3 128	1157.664653	03/03/1973	1973
100022226	9 7	3 147	1157.664653	03/03/1973	1973
100022226	9 7	3 147	1157.664653	03/03/1973	1973
100022226	9 7	3 147	1157.664653	03/03/1973	1973
100022226	9 7	3 147	1157.664653	03/03/1973	1973
100022226	9 7	3 161	1157.664653	03/03/1973	1973
100022226	9 7	3 161	1157.664653	03/03/1973	1973
100022226	9 7	3 161	1157.664653	03/03/1973	1973
100022226	9 7	3 161	1157.664653	03/03/1973	1973
100022248	2 1	08 108	1157.664907	03/03/1973	1973
100022248	2 1	08 108	1157.664907	03/03/1973	1973
100022661	1 1	08 108	1157.669688	03/03/1973	1973
100022661	1 1	08 108	1157.669688	03/03/1973	1973
100023168	7 9	4 123	1157.675556	03/03/1973	1973
100023820	8 1	08 108	1157.683102	03/03/1973	1973
100023820	8 1	08 108	1157.683102	03/03/1973	1973
100023837	4 1	08 108	1157.683299	03/03/1973	1973
100023837	4 1	08 108	1157.683299	03/03/1973	1973
100024105	3 3	7 123	1157.6864	03/03/1973	1973
100024359	3 7	3 51	1157.68934	03/03/1973	1973
100024359	3 7	3 51	1157.68934	03/03/1973	1973
100024359	3 7	3 51	1157.68934	03/03/1973	1973
100024359	3 7	3 51	1157.68934	03/03/1973	1973
100024359	3 7	3 57	1157.68934	03/03/1973	1973
100024359	3 7	3 57	1157.68934	03/03/1973	1973
100024359	3 7	3 57	1157.68934	03/03/1973	1973
100024359	3 7	3 57	1157.68934	03/03/1973	1973
100024359	3 7	3 73	1157.68934	03/03/1973	1973
100024359	3 7	3 73	1157.68934	03/03/1973	1973
100024359	3 7	3 82	1157.68934	03/03/1973	1973
100024359	3 7	3 82	1157.68934	03/03/1973	1973
100024359	3 7	3 107	1157.68934	03/03/1973	1973
100024359	3 7	3 107	1157.68934	03/03/1973	1973
100024471	4 5	1 107	1157.690637	03/03/1973	1973
100024471	4 5	1 107	1157.690637	03/03/1973	1973
100024471	4 5	1 107	1157.690637	03/03/1973	1973
100027406	7 1	46 34	1157.724606	03/03/1973	1973
100027406	7 1	46 34	1157.724606	03/03/1973	1973
100027406	7 1	46 34	1157.724606	03/03/1973	1973
100027406	7 1	46 34	1157.724606	03/03/1973	1973
100027406	7 1	46 34	1157.724606	03/03/1973	1973
100027406	7 1	46 34	1157.724606	03/03/1973	1973
100027406	7 1	46 63	1157.724606	03/03/1973	1973
100027406	7 1	46 63	1157.724606	03/03/1973	1973
100027406	7 1	46 63	1157.724606	03/03/1973	1973
100027406	7 1	46 63	1157.724606	03/03/1973	1973
100027406	7 1	46 63	1157.724606	03/03/1973	1973
100027406	7 1	46 63	1157.724606	03/03/1973	1973
100028595	2 1	26 6	1157.738368	03/03/1973	1973
100028595	2 1	26 39	1157.738368	03/03/1973	1973
100028595	2 1	26 47	1157.738368	03/03/1973	1973
100028595	2 1	26 61	1157.738368	03/03/1973	1973
100028595	2 1	26 62	1157.738368	03/03/1973	1973
100028595	2 1	26 89	1157.738368	03/03/1973	1973
100028595	2 1	26 93	1157.738368	03/03/1973	1973
100028595	2 1	26 102	1157.738368	03/03/1973	1973
100028595	2 1	26 118	1157.738368	03/03/1973	1973
100028595	2 1	26 120	1157.738368	03/03/1973	1973
100028595	2 1	26 132	1157.738368	03/03/1973	1973
100028595	2 1	26 134	1157.738368	03/03/1973	1973
100028595	2 1	26 136	1157.738368	03/03/1973	1973
100028595	2 1	26 176	1157.738368	03/03/1973	1973
100028982	2 8	9 157	1157.742847	03/03/1973	1973
100029286	1 8	2 107	1157.746366	03/03/1973	1973
100029287	6 1	16 39	1157.746377	03/03/1973	1973
100029366	1 3	2 7	1157.747292	03/03/1973	1973
100029366	1 3	2 77	1157.747292	03/03/1973	1973
100029366	1 3	2 86	1157.747292	03/03/1973	1973
100029659	9 3	4 146	1157.750683	03/03/1973	1973
100029672	1 2	7 82	1157.750833	03/03/1973	1973
100029672	1 2	7 82	1157.750833	03/03/1973	1973
100029733	2 3	4 146	1157.751539	03/03/1973	1973
100029824	3 1	51 177	1157.752593	03/03/1973	1973
100029863	2 1	21 64	1157.753044	03/03/1973	1973
100029896	1 1	15 50	1157.753426	03/03/1973	1973
100029896	1 1	15 50	1157.753426	03/03/1973	1973
100029897	5 2	8 28	1157.753438	03/03/1973	1973
100029897	5 2	8 183	1157.753438	03/03/1973	1973
100029945	6 3	4 63	1157.753993	03/03/1973	1973
100029945	6 3	4 63	1157.753993	03/03/1973	1973
100029945	6 3	4 63	1157.753993	03/03/1973	1973
100029960	5 1	15 171	1157.754167	03/03/1973	1973
100029960	5 1	15 171	1157.754167	03/03/1973	1973
100030105	0 9	1 9	1157.755845	03/03/1973	1973
100030123	2 1	2 37	1157.756053	03/03/1973	1973
100030194	8 7	4 5	1157.756875	03/03/1973	1973
100030194	8 7	4 5	1157.756875	03/03/1973	1973
100030194	8 7	4 5	1157.756875	03/03/1973	1973
100030194	8 7	4 27	1157.756875	03/03/1973	1973
100030194	8 7	4 27	1157.756875	03/03/1973	1973
100030194	8 7	4 27	1157.756875	03/03/1973	1973
100030194	8 7	4 37	1157.756875	03/03/1973	1973
100030194	8 7	4 37	1157.756875	03/03/1973	1973
100030194	8 7	4 37	1157.756875	03/03/1973	1973
100030194	8 7	4 51	1157.756875	03/03/1973	1973
100030194	8 7	4 51	1157.756875	03/03/1973	1973
100030194	8 7	4 51	1157.756875	03/03/1973	1973
100030194	8 7	4 57	1157.756875	03/03/1973	1973
100030194	8 7	4 57	1157.756875	03/03/1973	1973
100030194	8 7	4 57	1157.756875	03/03/1973	1973
100030194	8 7	4 69	1157.756875	03/03/1973	1973
100030194	8 7	4 69	1157.756875	03/03/1973	1973
100030194	8 7	4 69	1157.756875	03/03/1973	1973
100030194	8 7	4 73	1157.756875	03/03/1973	1973
100030194	8 7	4 73	1157.756875	03/03/1973	1973
100030194	8 7	4 73	1157.756875	03/03/1973	1973
100030194	8 7	4 82	1157.756875	03/03/1973	1973
100030194	8 7	4 82	1157.756875	03/03/1973	1973
100030194	8 7	4 82	1157.756875	03/03/1973	1973
100030194	8 7	4 94	1157.756875	03/03/1973	1973
100030194	8 7	4 94	1157.756875	03/03/1973	1973
100030194	8 7	4 94	1157.756875	03/03/1973	1973
100030194	8 7	4 107	1157.756875	03/03/1973	1973
100030194	8 7	4 107	1157.756875	03/03/1973	1973
100030194	8 7	4 107	1157.756875	03/03/1973	1973
100030194	8 7	4 128	1157.756875	03/03/1973	1973
100030194	8 7	4 128	1157.756875	03/03/1973	1973
100030194	8 7	4 128	1157.756875	03/03/1973	1973
100030194	8 7	4 147	1157.756875	03/03/1973	1973
100030194	8 7	4 147	1157.756875	03/03/1973	1973
100030194	8 7	4 147	1157.756875	03/03/1973	1973
100030194	8 7	4 161	1157.756875	03/03/1973	1973
100030194	8 7	4 161	1157.756875	03/03/1973	1973
100030194	8 7	4 161	1157.756875	03/03/1973	1973
100030377	9 7	4 5	1157.758993	03/03/1973	1973
100030377	9 7	4 23	1157.758993	03/03/1973	1973
100030377	9 7	4 27	1157.758993	03/03/1973	1973
100030377	9 7	4 37	1157.758993	03/03/1973	1973
100030377	9 7	4 51	1157.758993	03/03/1973	1973
100030377	9 7	4 57	1157.758993	03/03/1973	1973
100030377	9 7	4 69	1157.758993	03/03/1973	1973
100030377	9 7	4 69	1157.758993	03/03/1973	1973
100030377	9 7	4 72	1157.758993	03/03/1973	1973
100030377	9 7	4 73	1157.758993	03/03/1973	1973
100030377	9 7	4 82	1157.758993	03/03/1973	1973
100030377	9 7	4 89	1157.758993	03/03/1973	1973
100030377	9 7	4 94	1157.758993	03/03/1973	1973
100030377	9 7	4 107	1157.758993	03/03/1973	1973
100030377	9 7	4 128	1157.758993	03/03/1973	1973
100030377	9 7	4 146	1157.758993	03/03/1973	1973
100030377	9 7	4 147	1157.758993	03/03/1973	1973
100030377	9 7	4 151	1157.758993	03/03/1973	1973
100030377	9 7	4 153	1157.758993	03/03/1973	1973
100030377	9 7	4 161	1157.758993	03/03/1973	1973
100030404	7 6	3 12	1157.759306	03/03/1973	1973
100030404	7 6	3 73	1157.759306	03/03/1973	1973
100030404	7 6	3 146	1157.759306	03/03/1973	1973
100030549	0 1	5 1	1157.760984	03/03/1973	1973
100030549	0 1	5 39	1157.760984	03/03/1973	1973
100030549	0 1	5 70	1157.760984	03/03/1973	1973
100030549	0 1	5 75	1157.760984	03/03/1973	1973
100030613	8 7	7 86	1157.761725	03/03/1973	1973
100030698	6 2	9 171	1157.762708	03/03/1973	1973
100030908	4 2	9 50	1157.765139	03/03/1973	1973
100030908	4 2	9 50	1157.765139	03/03/1973	1973
100030908	4 2	9 50	1157.765139	03/03/1973	1973
100030908	4 2	9 171	1157.765139	03/03/1973	1973
100030908	4 2	9 171	1157.765139	03/03/1973	1973
100030908	4 2	9 171	1157.765139	03/03/1973	1973
100030969	7 7	0 1	1157.765845	03/03/1973	1973
100030969	7 7	0 1	1157.765845	03/03/1973	1973
100030969	7 7	0 82	1157.765845	03/03/1973	1973
100030969	7 7	0 107	1157.765845	03/03/1973	1973
100031002	7 8	2 107	1157.766227	03/03/1973	1973
100031186	6 9	1 9	1157.768356	03/03/1973	1973
100031209	3 1	08 108	1157.768623	03/03/1973	1973
100031209	3 1	08 108	1157.768623	03/03/1973	1973
100031358	7 1	15 50	1157.770347	03/03/1973	1973
100031426	9 1	10 155	1157.771134	03/03/1973	1973
100031426	9 1	10 162	1157.771134	03/03/1973	1973
100031426	9 1	10 165	1157.771134	03/03/1973	1973
100031426	9 1	10 169	1157.771134	03/03/1973	1973
100031771	8 1	07 147	1157.775127	03/03/1973	1973
100031771	8 1	07 147	1157.775127	03/03/1973	1973
100031824	3 2	9 171	1157.775741	03/03/1973	1973
100031829	6 6	3 34	1157.775799	03/03/1973	1973
100031839	2 1	21 40	1157.775914	03/03/1973	1973
100031899	1 6	3 34	1157.776609	03/03/1973	1973
100031906	5 6	3 34	1157.77669	03/03/1973	1973
100032163	2 1	51 177	1157.779664	03/03/1973	1973
100032208	6 1	51 177	1157.780185	03/03/1973	1973
100032254	7 6	3 27	1157.780718	03/03/1973	1973
100032254	7 6	3 27	1157.780718	03/03/1973	1973
100032254	7 6	3 34	1157.780718	03/03/1973	1973
100032254	7 6	3 34	1157.780718	03/03/1973	1973
100032254	7 6	3 73	1157.780718	03/03/1973	1973
100032254	7 6	3 73	1157.780718	03/03/1973	1973
100032254	7 6	3 82	1157.780718	03/03/1973	1973
100032254	7 6	3 82	1157.780718	03/03/1973	1973
100032254	7 6	3 107	1157.780718	03/03/1973	1973
100032254	7 6	3 107	1157.780718	03/03/1973	1973
100032254	7 6	3 146	1157.780718	03/03/1973	1973
100032254	7 6	3 146	1157.780718	03/03/1973	1973
100032431	5 2	9 50	1157.782766	03/03/1973	1973
100032431	5 2	9 50	1157.782766	03/03/1973	1973
100032431	5 2	9 50	1157.782766	03/03/1973	1973
100032431	5 2	9 171	1157.782766	03/03/1973	1973
100032431	5 2	9 171	1157.782766	03/03/1973	1973
100032431	5 2	9 171	1157.782766	03/03/1973	1973
100032434	8 1	08 108	1157.782801	03/03/1973	1973
100032465	9 1	08 98	1157.78316	03/03/1973	1973
100032465	9 1	08 98	1157.78316	03/03/1973	1973
100032465	9 1	08 103	1157.78316	03/03/1973	1973
100032465	9 1	08 103	1157.78316	03/03/1973	1973
100032465	9 1	08 108	1157.78316	03/03/1973	1973
100032465	9 1	08 108	1157.78316	03/03/1973	1973
100032539	3 1	08 108	1157.784016	03/03/1973	1973
100032539	3 1	08 108	1157.784016	03/03/1973	1973
100032629	8 9	8 113	1157.785058	03/03/1973	1973
100032877	7 1	08 108	1157.787928	03/03/1973	1973
100033758	5 8	2 82	1157.798125	03/03/1973	1973
100033818	3 9	9	1157.798819	03/03/1973	1973
100033962	1 7	3 51	1157.800486	03/03/1973	1973
100033962	1 7	3 51	1157.800486	03/03/1973	1973
100037084	3 7	3 51	1157.83662	03/03/1973	1973
100037170	6 1	08 158	1157.837616	03/03/1973	1973
100037589	0 1	2 73	1157.842465	03/03/1973	1973
100037595	3 1	30 14	1157.842535	03/03/1973	1973
100037807	3 1	2 37	1157.844988	03/03/1973	1973
100037808	4 8	9 82	1157.845	03/03/1973	1973
100037874	7 2	5 124	1157.845764	03/03/1973	1973
100037874	7 2	5 124	1157.845764	03/03/1973	1973
100037975	1 1	2 73	1157.846933	03/03/1973	1973
100037975	1 1	2 73	1157.846933	03/03/1973	1973
100037975	1 1	2 146	1157.846933	03/03/1973	1973
100037975	1 1	2 146	1157.846933	03/03/1973	1973
100037994	0 2	9 106	1157.847153	03/03/1973	1973
100037994	0 2	9 106	1157.847153	03/03/1973	1973
100038012	3 1	26 6	1157.847361	03/03/1973	1973
100038012	3 1	26 6	1157.847361	03/03/1973	1973
100038012	3 1	26 39	1157.847361	03/03/1973	1973
100038012	3 1	26 39	1157.847361	03/03/1973	1973
100038012	3 1	26 47	1157.847361	03/03/1973	1973
100038012	3 1	26 47	1157.847361	03/03/1973	1973
100038012	3 1	26 61	1157.847361	03/03/1973	1973
100038012	3 1	26 61	1157.847361	03/03/1973	1973
100038012	3 1	26 62	1157.847361	03/03/1973	1973
100038012	3 1	26 62	1157.847361	03/03/1973	1973
100038012	3 1	26 89	1157.847361	03/03/1973	1973
100038012	3 1	26 89	1157.847361	03/03/1973	1973
100038012	3 1	26 93	1157.847361	03/03/1973	1973
100038012	3 1	26 93	1157.847361	03/03/1973	1973
100038012	3 1	26 102	1157.847361	03/03/1973	1973
100038012	3 1	26 102	1157.847361	03/03/1973	1973
100038012	3 1	26 118	1157.847361	03/03/1973	1973
100038012	3 1	26 118	1157.847361	03/03/1973	1973
100038012	3 1	26 120	1157.847361	03/03/1973	1973
100038012	3 1	26 120	1157.847361	03/03/1973	1973
100038012	3 1	26 132	1157.847361	03/03/1973	1973
100038012	3 1	26 132	1157.847361	03/03/1973	1973
100038012	3 1	26 134	1157.847361	03/03/1973	1973
100038012	3 1	26 134	1157.847361	03/03/1973	1973
100038012	3 1	26 136	1157.847361	03/03/1973	1973
100038012	3 1	26 136	1157.847361	03/03/1973	1973
100038012	3 1	26 176	1157.847361	03/03/1973	1973
100038012	3 1	26 176	1157.847361	03/03/1973	1973
100038047	0 7	8 5	1157.847766	03/03/1973	1973
100038088	9 8	2 78	1157.848241	03/03/1973	1973
100038099	1 2	9 106	1157.848368	03/03/1973	1973
100038099	1 2	9 106	1157.848368	03/03/1973	1973
100038390	9 1	71 29	1157.851736	03/03/1973	1973
100038390	9 1	71 50	1157.851736	03/03/1973	1973
100038390	9 1	71 115	1157.851736	03/03/1973	1973
100038390	9 1	71 115	1157.851736	03/03/1973	1973
100038450	1 1	51 177	1157.852431	03/03/1973	1973
100038461	6 1	51 177	1157.852558	03/03/1973	1973
100038461	6 1	51 177	1157.852558	03/03/1973	1973
100038582	4 1	16 10	1157.853958	03/03/1973	1973
100038582	4 1	16 39	1157.853958	03/03/1973	1973
100038582	4 1	16 47	1157.853958	03/03/1973	1973
100038582	4 1	16 116	1157.853958	03/03/1973	1973
100038582	4 1	16 118	1157.853958	03/03/1973	1973
100038582	4 1	16 126	1157.853958	03/03/1973	1973
100038582	4 1	16 157	1157.853958	03/03/1973	1973
100038582	4 1	16 159	1157.853958	03/03/1973	1973
100038582	4 1	16 176	1157.853958	03/03/1973	1973
100038637	4 3	6 78	1157.854595	03/03/1973	1973
100038734	0 1	2 146	1157.855718	03/03/1973	1973
100039153	7 3	8 38	1157.860567	03/03/1973	1973
100039153	7 3	8 92	1157.860567	03/03/1973	1973
100039153	7 3	8 172	1157.860567	03/03/1973	1973
100039188	3 2	8 28	1157.860972	03/03/1973	1973
100039188	3 2	8 183	1157.860972	03/03/1973	1973
100039236	1 3	9 15	1157.861528	03/03/1973	1973
100039236	1 3	9 15	1157.861528	03/03/1973	1973
100039236	1 3	9 68	1157.861528	03/03/1973	1973
100039236	1 3	9 68	1157.861528	03/03/1973	1973
100039236	1 3	9 70	1157.861528	03/03/1973	1973
100039236	1 3	9 70	1157.861528	03/03/1973	1973
100039236	1 3	9 75	1157.861528	03/03/1973	1973
100039236	1 3	9 75	1157.861528	03/03/1973	1973
100039236	1 3	9 118	1157.861528	03/03/1973	1973
100039236	1 3	9 118	1157.861528	03/03/1973	1973
100039236	1 3	9 130	1157.861528	03/03/1973	1973
100039236	1 3	9 130	1157.861528	03/03/1973	1973
100039602	3 7	7 32	1157.865764	03/03/1973	1973
100039602	3 7	7 32	1157.865764	03/03/1973	1973
100039602	3 7	7 44	1157.865764	03/03/1973	1973
100039602	3 7	7 44	1157.865764	03/03/1973	1973
100039602	3 7	7 86	1157.865764	03/03/1973	1973
100039602	3 7	7 86	1157.865764	03/03/1973	1973
100039697	4 8	9 126	1157.866863	03/03/1973	1973
100039764	5 1	08 108	1157.867639	03/03/1973	1973
100039764	5 1	08 108	1157.867639	03/03/1973	1973
100040023	2 1	33 21	1157.870637	03/03/1973	1973
100040023	2 1	33 53	1157.870637	03/03/1973	1973
100040023	2 1	33 64	1157.870637	03/03/1973	1973
100040023	2 1	33 85	1157.870637	03/03/1973	1973
100040023	2 1	33 125	1157.870637	03/03/1973	1973
100040023	2 1	33 149	1157.870637	03/03/1973	1973
100040103	7 1	15 6	1157.871563	03/03/1973	1973
100040156	7 1	15 6	1157.872176	03/03/1973	1973
100040163	1 1	15 6	1157.872257	03/03/1973	1973
100040347	1 2	9 106	1157.874387	03/03/1973	1973
100040409	2 9	9	1157.875104	03/03/1973	1973
100040409	2 9	20	1157.875104	03/03/1973	1973
100040409	2 9	48	1157.875104	03/03/1973	1973
100040409	2 9	91	1157.875104	03/03/1973	1973
100040409	2 9	152	1157.875104	03/03/1973	1973
100040450	1 1	07 5	1157.875579	03/03/1973	1973
100040450	1 1	07 82	1157.875579	03/03/1973	1973
100040450	1 1	07 82	1157.875579	03/03/1973	1973
100040450	1 1	07 153	1157.875579	03/03/1973	1973
100040588	2 9	9	1157.877176	03/03/1973	1973
100040588	2 9	9	1157.877176	03/03/1973	1973
100040588	2 9	20	1157.877176	03/03/1973	1973
100040588	2 9	20	1157.877176	03/03/1973	1973
100040588	2 9	48	1157.877176	03/03/1973	1973
100040588	2 9	48	1157.877176	03/03/1973	1973
100040588	2 9	91	1157.877176	03/03/1973	1973
100040588	2 9	91	1157.877176	03/03/1973	1973
100040588	2 9	152	1157.877176	03/03/1973	1973
100040588	2 9	152	1157.877176	03/03/1973	1973
100040661	4 1	13 113	1157.878021	03/03/1973	1973
100040661	4 1	13 113	1157.878021	03/03/1973	1973
100040706	5 1	15 6	1157.878542	03/03/1973	1973
100040792	0 2	8 28	1157.879537	03/03/1973	1973
